Yorum,Duygu
Pil ömrü çok kýsa sürede bitiyor  Sadece ekran kalitesi iyi,0
Daha önceki açýklamaya ekleme yapmak istiyorum klavyenin sol üst köþesindeki açma tuþu bir facia minnacýk yapmýþlar parmaklarým küçük olmasýna raðmen açmakta zorlanýyorum defalarca bastýktan sonra açýlýyor bu kadar basit bir düðmeyi nasýl iþkence haline getirmiþler pes…,0
Arkadaþ bir bana mý denk geldi! Temel iþlemci hýzý 3 5 GHz ve max 4 7 GHz yazdýðý halde bana gelen 1 7 GHz çýktý  Windows 11'de de 10'da denedim  Tekramarket  iade etmeden bu konuyu Hp'ye bir sorun dedi  Hp uzaktan baðlanýp 40 dk uðraþtý ama cihazda farklý bir sorun var deyip kapattý  Cihazý çok istediðim halde iade ettim ,0
Ürün problemli sorun yaþýyorum sürekli,0
Dýþ tasarýmý çok vasat  Ama hýzlý bir ürün,0
Klavyesi dýþýnda gayet güzel,0
Ürün tanýtýmýnda 3 5 GHz yazmasýna raðmen sistem kurunca temel iþlemci hýzýnýn 1 7 GHz olduðunu gördüm  1 7 hýz çok az  Kasar ileride ,0
Benim gibi yýllarca Windows kullanmýþ biri olarak kesinlikle +40 yaþ üzerine tavsiye etmem bilgisayar kullanimizi sil baþtan yapmanýz gerekiyor  Windows daki kisa yollardan tutunda market harici uygulama yükleme ve o uygulamayý kaldýrmaya kadar bir sürü týrý výrý  O kadar karýþýk bir sistemki insanlar bir sürü video çekmiþler kullanýmý ile alakalý  Bu videolarýn çokluðu bile aslýnda kullanýmda sistemin ne kadar zor olduðunu anlýyorsunuz bu dediklerim en baþta söylediðim gibi uzun yýllar Windows alýþkanlýðýndan dolayý  Ama Apple farklý olmak adýna bir sürü þey i zorlastirmis hatta magic mouse u incelediðiniz zaman anlarsýnýz sarj yerini mouse'un altýna koymuþlar resmen insanlarýn aklý ile dalga geçiyorlar  Kýsaca sadece pazarlama üzerine insanlarý iyi yonlendiriyorlar  Ve hak ettiðinden çok daha fazla bir rakama satýlýyor ,0
Ürün fiyatý çok pahalý almayýn gereksiz yere paranýzý israf etmiþ olursunuz ,0
Batarya veya gönderdikleri þarj aleti gayet kötü laptop habire ýsýnýyor  Nasýl gaming anlamadým yani ben mimarlýk okuyorum o yüzden aldým ama mimari programlarý açarken kasýyor hemde ciddi ciddi kasýyor oyunlarda da kasýyor yani anlamadým 29 k lik laptop ama yani o kadar da iyi deðil ben þahsen memnun deðilim  Herkese hayýrlý günler,0
Fiyat konusundaki tututarlýlýðýnýz akaryakýt fiyatýyla yarýþýr cinste,0
Ürün sol orta kýsmýnda kýrmýzý ölü pixeller bulunmakta iade deðiþim talep ettim,0
Ürünün garantisi 4 ay önce baþlamýþ,0
ilk ürün arýzasý bir süre sonra bilgisayar açýlmýyordu  servis yenisini gönderdi onuda bir yýl kullanamadan ayný arýzayý verdi Herhangi bir düðmeyeye sürekli basýlý tutulursa çalýþýyor düðmeden elini çektiðinde kapanýyor,0
üründe kronik hatalar mevcut tablet diski kartý takmýþlar anakart arýzasý veriyor sürekli almayýn aldýrmayýn yedek parçasýný da bulamýyoruz,0
Alalý 2 yýl olmadý ve batarya þistiði için çýkarmak zorunda kaldým ama maalesef yeni batarya bulamýyorum ,0
surekli sarj arizasi veriyor 3 kez servise yolladim 3 ayda bir bozuluyor acer marka bir bilgisayarim daha var ona hic bir sey olmadi garanti bitince ne olacak bilmiyorum,0
Ürün beþpara etmez sakýn almayýn,0
"CX3 olan modelini bu senenin baþýnda almýþtým  Model yükseltmek için bu ürünü sipariþ ettim  Ürünü satýn almadan önce tüm yorumlarý okudum ve inceledim  Sadece bir kaç kiþi tarafýndan yapýlan ""fan sesi çok yüksek  þarjý az gidiyor"" gibi yorumlar haricinde çok yüksek olumlu yorum olmasýndan dolayý sipariþ verdim  Ürün geldikten sonra deneme fýrsatým oldu ve fark ettim ki olumsuz yorum yapanlarýn þansýzlýðýndan ben de nasibimi almýþtým  Elimde olan CX3 modeli ile kýyasladýðýmda bu cihaz sanki içinde uçak motoruyla çalýþýyordu  Arada inanýlmaz derecede fan sesi farký vardý  Fan sesinin yüksekliði sebebiyle ürünü iade ettim  Ýade sürecinin kolaylýðý için hepsiburada'ya teþekkür ederim  Hýzlý  sorunsuz  fiyat/özellik oraný yüksek bir ürün ama fan sesi o kadar fazla olmasaydý iade etmezdim açýkçasý  Alan bazý arkadaþlar ""bende öyle bir fan sesi yok"" diyebilir  demek ki ben ve benim gibi bazý þansýz arkadaþlara sorunlu cihazlar denk gelirken çoðunluða sorunsuz cihazlar denk geldi ki ürünün yüksek bir puan ortalamasý var  ""Fan sesi çok da önemli deðil"" derseniz de kaçýrmayýn derim  Bu özelliklerde bu fiyata çok fazla alternatif yok ",0
Bir müþterime hediye etmiþtik ve 6 ayda hdd bozuldu adam tüm verilerini kaybetti  Allah için servisi mükemmel  Tereddütsüz tamir ettiler  Ama bu marka kesinlikle alýnmaz  Daha önce de 10 adet pc alýdým  Üçünde farklý sorunlar çýktý ama servisi Koyuncu elektronik þunana kadar gördüðüm en kaliteli servis  Ama ürün malesef ki çok kalitesiz bir Çin malý  Bir daha almam ,0
Fan sesi cok yuksek cikiyor Sesi sevmeyenler icin tavsiye etmem Sarj kablosu kalitesiz ve jak kirilmaya musait ucuz malzeme kullanilmis,0
merhaba  bu bilgisayarý aralýk ayý baþýnda çocuklar derse katýlsýn diye zor þartlarda satýn aldýk  bir hafta sonra kamerasý gitti  yarýyýl tatilinde istanbul'da bulunan servisine gönderdik  þarj aleti deðiþti  kamerasý sistemsel arýza giderilerek teslim edildi  þimdi bilgisayar yine arýzaldý  þarj etmiyor ve açýlmýyor Ýstanbul'a servise yine gönderildi  kesinlikle tavsiye etmiyorum ayda bir servise göndermek istiyorsanýz alýn ,0
Beþ para etmez sakin almayin paraniza yazik bu degerlendirmem sonradan kullandiktan sonra yaptim,0
Ürün güzel yanlýz servisi çok kötü,0
Daha 6 ay oldu  ekranýn sol tarafýndan vida düþtü ,0
2 adet almýþtým  1  si ilk aldýðýmda anakart arýzasý nedeniyle iade olmuþtu  Diðer çalýþanda þimdi ayný þekilde açýlmýyor  Servise gönderdim bekliyorum,0
ürünün aralýk ayýnda aldým 2 kez kayseri'den istanbul'a servise gönderdim þimdi yine serviste  þarj etmiyor bilgisayar açýlmýyor  kesinlikle tavsiye etmem bilginiz olsun,0
6 ay sonra arýzalandý ,0
Üründen kalite anlamýnda fazla bir þey beklemeyin  Çoðu aksamý plastik  Ýade etmekte oldukça sýkýntýlý ,0
þarj sorunu oluyor  þarj aleti oldukça kötü  en basit telefonun bile þarj aleti bundan daha iyi  tavsiye edilecek bir ürün deðil ,0
Ürünün kamerasý cok kötü kulaklýk ile ses gitmiyor  Bu paraya asla alýnmaz  Ben cok pismaným   kurdugumdan giride göndermedim  ,0
09 07 2023 tarihinde hepsiburada com dan 26000TL ye bilgisayarý sipariþ ettim urunun kargo hareketlerini sürekli takip ettiðim halde ürün ARAS KARGO Niðde Bor þubesinde hiç gözükmedi ve daðýtýma çýkarýlmadan ürünumun Niðde Bor þubesi tarafýndan tekrar iade edildiðini öðrendim Nigde Bor þubesini aradýðýmda dagitima çýkarmadan ve beni aramadan müþteri kargoyu almak istemiyor diye not düþmüþler bende Adanadan kendim gelip alabilirm dediðim halde iade yapacaklarýný söylediler hepsiburada ile yaptýðým görüþmelerde ise kendilerinin hic bir sorumluluklarýnýn olmadýðýný kargo firmasýný uyaracaklarini söylediler sanki ben ürünü Aras kargodan sipariþ ettim saticininda sorumluluðu yoksa benim maðduriyetini gidermeyecekse yoldan geçen iþportacidan da alabilirim bilgisayarý almis olduðum bilgisayar suanki güncel fiyatý 31500TL biz koskoca kurumsal bir firmadan niye alýþveriþ yapýyoruz? Müþteri olumsuz durumlarda kendini güvende hissetsin diye Ama Hepsiburada ne yapýyor hakkýni kendin ara diyor benim için Hepsiburada artýk bitmiþtir ,0
ürünü aldým sadece 1 kez þarja taktým çýkardým tekrar kullandýðýmda sarj aleti çalýþmadý kontrol ettirdim adaptör bozukmuþ  maksimum 1 saat kullanabildim  þarj takýlý olmadýðý halde prize takýlý gözüküyordu bilgisayarda  iade talebi oluþturdum  1 saat bakýcam diyorsanýz alýn  siz bilirsiniz,0
ekranda neden kareleþme oluyor soru sorabileceðim bir yer yok bazen videolarda karelenme oluyor ki bu olay bu kadar yeni bir cihazda normal deðil alalý 1 ay oldu,0
Power ýþýðý yanýp sönüyor ama cihazda tepki yok,0
Arkadaþlar bu benim 2  yorumum  Eðer herhangi bir problem olursa yazarým demiþtim  Laptop þarja takýlýyken kullanmaya çalýþýrsanýz Touchpad'in etrafýndaki alandan tamamiyle elektrik kaçýrýyor  Denemek isteyen arkadaþlar þarja takýp ellerini touchpad çevresinde ki boþ yerlere koyabilirler ,0
Ses sorunu var,0
Taksitleri bitmeden anakart kaynakli kapandi maltepedeki tek yetkili servisle ilgili korkunc otesi yorumlari gordum kullanci kaynakli olmamasina ragmen musterilerden extra fahis servis ucretleri kargo sorunlari ekranininda cizik dahi olmamamasina ragmen catlamis kirilmis vaziyette ekranla urunu teslim etmeleri Cok pisman oldum keske lenovo almasaydim suan pc acilmiyor sarj %50 lerde iken kapandi ve acilmiyor yakindaki pc goturdum guc adaptorunde sorun yok dedi anakartlari bir sorun olabilir dedi simdi karakara dusunuyorum lenovo maltepe servisinde beni nasil bir rezillik ve kac milyar servis ucreti bekliyor,0
ürüne bir lafýmýz yok  AMA Hepsiburada com kredi kartý ile taksit çektiðimiz halde    heysipa olarak ödeme almýþtýr  sistemlerinde sorun ada bilerek yapýlmýþ bir hile vardýr  bir arkadaþýn kartý ile baska bir arkadaþa aldýk  ve çekimi de ben bizaat yaptým 6 taksit seçeneði ile   (hepsi pay seçilseydi taksit çýkmýyordu zaten ) ve hepsi burada com taksit olayýný yapmamýþ ve bize banka ile çözün demiþtir  extre kesilmiþ bir karta taksit yapýlamýyor   hepsiburada com bizi maðdur etmiþtir ,0
Counter Strike oynarken FPS düþük arkadaþlar göz önünde bulundurun,0
Aþýrý düþük fps alýyorum  Servise göndermeme raðmen hiç bir þey yapýlmadý tavsiye etmem ,0
Hediye almýþtým   Bir gün sonra indirim e girdi   Sorduk   geçmiþ olsun dedi ilgili firma     Napayým hediye yi geri alýp size iade mi edeyim   ,0
Ekran az hareket etsin görüntü gidiyor  Arýzalý ürün gönderildi  Satýcý ilgili deðil yardýmcý olmadýlar ,0
Üründen rezil ötesi performans alýyorum daha 1 aylýk servisten adaptör deðiþti  Mümkünse iade etmek istiyorum ,0
Oyun bilgisayarý olarak almanýzý tavsiye etmiyorum ekran kartý yüzde 40 performansla çalýþýyor yani isteseniz bile yüksek fps te oynayamýyorsunuz bunun bir çözümü de yok iade etmeyi düþünüyorum,0
vizyon bilgisayar satýcýsýndan hiç memnun kalmadým,0
Windows'u kurdum ve sonrasýnda usb 2 0 giriþimi kullanayým dedim usb bellek taktým takarken zorlandý biraz  Herhalde yenidir alýþýr dedim  Taktým bir türlü usb çalýþmýyor  Bios ayarlarýna herþeye baktým çalýþmýyor  Sonra usb giriþine bir bakayým dedim içindeki teller yamulmuþ ezilmiþ  Üretim hatasý olduðunu düþünüyorum  Windows yüklediði'm için geride yollayamýyorum  Yeni ürünü servise de vermek istemedim  Öyle kullanýyorum þimdilik  Garantisi bitmeden belki yaptýrýrým ilerde  Ama yeni üründe böyle sýkýntý olmasý çok canýmý sýktý  Onun dýþýnda kibar bir ürün  Sistem özellikleri iyi fiyatýna göre  Dezavantajý Batarya içinde gömülü  Ve þarj dolunca otomatik kesmiyor  Devamlý þarjda durursa bataryalarýn ömrü çabuk bitiyor  Eski 20 senelik Dell laptobumda bile þarj otomatik dolunca kesiyor  Bu fiyata alýnýr yine ama usb giriþlerine dikkat edin ,0
sorun kargo firmasýndan mý yoksa satýcýdan mý kaynaklanýyor bilmiyorum ama ürünüm kutusu delik büyük bir þekilde delinmiþ olarak geldi ,0
Ürünü iþ yeri için aldýk fakat ikinci günden bilgisayarda görüntü giderek yüksek sesli arýza sesi çýkmaya baþladý  ürünü yetkili servisine gönderdik ana kartý yanýk denildi  Ürün sorunu bizden kaynaklý olmadýðýný karþý taraftan kaynaklý olduðunu belirttiler  Teknolojik iþi gerçekten þans meselesi  Tavsiyem böyle sorunlar ile karþýlaþmamak için bilgisayarý yerinde almak  Servis süreci uzun ve uðraþtýrýcý olabiliyor ,0
Arkadaþlar ürün bugün elime ulaþtý yalnýz en büyük sorunlardan bir tanesi garantisi elime ulaþmadan baþlamýþ Kasým 2022 de daha önce ki yorumlardada bir alýcý belirtmiþti bunu bilerek alýn sonra iade ile uðraþmak zorunda kalmayýn,0
Urun arizali geldi kimseye ulasamiyoruz almayin arkadaslar kesinlikle,0
Aldýðým için çok piþmaným  Görüntü kalitesi çok düþük berbt hatta   Batarya çabuk bitiyor  Almayý düþünenler iki defa düþünsün,0
Ürün 256GB ssd demesine raðmen boþ geldi ve iade ettim,0
Ürün bozuk geldiði için iade ettim usb giriþ portu arýzalý çýktý sýfýr ürün,0
Bu kadar kalitesiz bu tasarým beklemiyordum  Kalite olarak MSI yakýþmadý   tavsiye etmiyorum çok ýsýnýyor,0
baþlarda iyiydi ama ýsýnma problemi var tek fandan dolayý bes para etmez,0
Yazýlým ile uðraþtýðým için önemlisi pil ömrü genel herkes iyi demiþ ama bende kötü 1 saat bile götürmüyor ,0
Çok kalitesiz çok isiniyor,0
Özellikle klavye ve ekran kalitesi beklediðim gibi deðil  Yan sanayi gibi bir ürün  Elimde bir adet daha huawei laptop olduðu için biliyorum  Sanki bu laptopta özellikle ön kasa yani klavye bölümü yan sanayi olarak birleþtirilmiþ gibi  Tuþlarýn verdiði hissiyat çok kötü  Ayrýca ekranýn bazý köþelerinde de ýþýk sýzmasý var  Evet fiyat performans ama belliki webten alýnan PC’lerde kesinlikle baþka bir durum var ,0
Bilgisayar bozuk geldi kullanmaya çalýþtýðýmda kendiliðinden kapanýp açýlmaya baþladý ve kullanamýyorum,0
Ürün güzel hafif ama kasasý plastik,0
Bilgisayar geldi Windows 11 kurulu gelmedi ayrýca USB de bile kurulu deðildi bi grafik ofisim var 20 adet sipariþ verecektim demo olarak sipariþini verdim memnun kalmadým dahada önermem satýn da almam,0
Ürünü aldým þarjdayken hiç bir sorun yok taki þarjdan sökünce cpu deðeri normal þartlarda 1 78lere (bu arada min deðer 2 5 ) düþüyor hele birde oyuna girdiðin zaman 0 39lara düþüyor tavsiye etmiyorum rakibi monsteri öneriyorum CASPER PÝÞMANLIKTIR,0
Batarya çikmiyor  Aldiktan sonra yorumlardan ogrendim  Bu demekki 3 4 yil sonra bilgisayar çöp  Veya batarya degisiminine 3 4 bin veririz ,0
Tüm elektronik aletlerimi hepsiburadadan alýyorum baþýma ilk kez böyle biþey geldi  Ürünü daha önce aldým sesi çok yüksek olduðu için iade edip baþka bir satýcýdan tekrar aldým ürün sýfýrmýþ gibi paketlenip 2  El gönderildi ürünü daha önce almasaydým belki haberim bile olmayacak güvenim çok zedelendi o yüzden ürünleri alýrken dikkat edin  Ürüne diyecek lafým yok ama satýcýya dikkat edin,0
Ürün güzel fakat bu firmadan almayýn garantisi türkiye garantili deðil cihazda bir sorun olduðunda bizimle iletiþime geçeceksiniz diyorlar ve kutu ve cihazýn üzerindeki seri numaralarý uyuþmuyor ,0
Beþ para etmez çok kasýyor iþlem yapmakta zorluk çekiyorum,0
Ürün Wi-Fi çalýþmýyor Touchpad çalýþmýyor,0
Bir daha Casper’dan ürün almam  Bitti benim için  Ürün elime ulaþtý win10 yüklemeye çalýþýrken bir sürü oob hatalarý verdi  Kurulumu bir þekilde tamamladým sonra ürünün aðýr çalýþtýðýný gördüm  Servisle iletiþime geçmeme raðmen bir türlü sorunu çözemediler  Ürünü servise yollayýp deðiþim istedim  Üründe sorun olmadýðýný benim win10 u hatalý yüklediðimi söylediler  Ýçime sinmedi söyledikleri çünkü win 10 yüklemeyi artýk herkes yapabiliyor  Sonra ürün özelliklerini kontrol ettiðimde ddr4 olmasý gerekirken servisten sonra ddr3 yüklediklerini fark ettim  Tekrar Casper’la görüþtüm rami deðiþtirdiklerini yine kabul etmediler onun yerine sizin ürün ddr3 müþ diyip istersem bana çanta gönderebileceklerini söylediler  Kabul etmeyip iade istedim  Naza tuza çektiler kendilerini anca þikayetlerim sonunda iademi yaptýlar  Paramý kurtardým bir daha bedava verseler Casper’a bulaþmam ,0
Hiç memnun kalmadým windows bile kurulu diil kisansý bile yoktu sakýn almayýn,0
Fan sesi çok var çabuk ýsýnýyor 5 para etmez,0
DDR 3 yolluyorlar DDR4 yazýyor özelliklerinde içimize iþlemiþ bazý þeyler yazýk,0
Ürün DDR 4 olarak tanýtýlýyor DDR 3 geldi deðiþim/iade talep ettim,0
Kurulumunda çok zorlandýk mause tuþlarý zor basýyor beðenmedik ,0
Kýsa sürede geldi kullanmaya baþladým çok iyi,0
ürünün plastiði kaliteli olup fanlarýn konumlandýrýlmasý gerçekten güzel  fakat gel gelelim ürünün baþlýca en büyük sorunlarýna  ürünü aldýðým günden beri ekran kartýnýn vermiþ olduðu sorunlardan ötürü yýldým ve iadeyi gerçekleþtirdim  amd iþlemci ile ekran kartý birlikte güzel çalýþýr diye düþünürken yanýlmýþým  ekran ýþýðý süzmeleri ise ayrý bir dert  ýþýðý yetersiz kalýyor  klavyede yazý yazarken ekran sallanýyor  bunlar belki göz ardý edilebilecek sebepler fakat ekran kartýnýn sorunlarý göz ardý edilemez  çünkü bu bir oyuncu bilgisayarý ve ekran kartýnda bu gibi hatalara yer olmamasý gerekmektedir ,0
Çok büyük hevesle aldým   Ürünün mikrofonu bozuk geldi  Sürücü hatasý olarak düþündüm ancak ne yaparsam yapayým çalýþmadý  Ýade etmek istiyorum ama win 11 yüklediðim için bilgisayarý kiþiselletirmiþ oluyormuþum  Bu yüzden iade alýnmayacakmýþ  Ýþletim sistemi yüklemeden mikrofonun bozuk olduðunu nasýl anlyayým ? Bu þekilde bir maðduriyet beklemiyordum  Teþekkürler HEPSÝBURADA,0
böyle bilgisayar olmaz olsun aldýðým günden beri bataryasý hatalýydý yüzde kýrk altýna düþünce kapanýyordu ama saðolsun garanti þirketi ilgiliydi þuan deðiþim ve iade hakký verdler ayný özelliklerde farklý bir biþgisayar yollýcaklarmýþ teþekkür ederim,0
